
dataset,avg_accuracy,overall_accuracy,kappa,training_time,testing_time,total_time
,94.28953333333333333333 +- 2.73369802932868859240,93.79403333333333333333 +- 2.28978091358588763615,93.08880000000000000000 +- 2.53956293352484835272,20.15025846163431830000 +- .23522633550485674781,5.94644639492034913333 +- .01228468018024629691,20.15025846163431830000 +- .23522633550485674781
 
 
PU_my_test,
,11.121,3.147,-0.025,42.71547532081604,7.539057731628418,42.71547532081604
,8.496,3.221,-2.955,32.78101849555969,7.623342752456665,32.78101849555969
,13.756,38.368,14.207,32.61535382270813,7.618286848068237,32.61535382270813
,8.765,4.734,-3.090,33.014599561691284,7.605871915817261,33.014599561691284
,11.111,43.597,0.006,33.03949475288391,7.608818292617798,33.03949475288391
,3.591,5.827,-7.307,34.87779211997986,7.6035401821136475,34.87779211997986
,11.111,43.597,0.000,35.03117036819458,7.6128175258636475,35.03117036819458
,13.163,10.820,0.768,35.36528539657593,7.596425533294678,35.36528539657593
,8.602,7.232,-5.509,35.322888135910034,7.60911750793457,35.322888135910034
,10.074,10.854,-1.904,35.31020641326904,7.603070974349976,35.31020641326904
,12.010,9.346,0.799,35.58336925506592,7.577815055847168,35.58336925506592
,11.169,3.194,-0.409,35.723949670791626,7.578105211257935,35.723949670791626
,11.262,13.414,0.323,37.663612842559814,7.619398593902588,37.663612842559814
,13.014,37.568,7.525,36.35454559326172,7.611871957778931,36.35454559326172
,11.111,11.757,0.002,36.472490310668945,7.60991644859314,36.472490310668945
,11.195,15.552,0.088,36.3771698474884,7.600959539413452,36.3771698474884
,13.595,12.816,4.930,36.35608530044556,7.585416078567505,36.35608530044556
,13.075,14.885,0.657,36.528846979141235,7.601470947265625,36.528846979141235
,11.866,8.517,0.115,36.25957441329956,7.596482515335083,36.25957441329956
,10.503,4.769,-0.491,36.55673885345459,7.585322380065918,36.55673885345459
,11.251,43.607,0.130,36.515028953552246,7.606019020080566,36.515028953552246
,14.222,16.763,4.208,36.499945640563965,7.601942300796509,36.499945640563965
,11.313,8.047,0.487,36.46071720123291,7.592707633972168,36.46071720123291
,10.798,4.109,-0.641,36.449668169021606,7.607102394104004,36.449668169021606
,12.855,4.469,1.128,37.22731876373291,7.5960283279418945,37.22731876373291
,12.544,2.704,-0.078,36.64849233627319,7.583635091781616,36.64849233627319
,13.268,12.227,1.529,36.7888617515564,7.603312730789185,36.7888617515564
,11.519,3.224,0.116,37.03869128227234,7.609153747558594,37.03869128227234
,9.824,32.497,-2.329,36.878780364990234,7.6218483448028564,36.878780364990234
,13.812,14.329,0.320,37.061800956726074,7.59121561050415,37.061800956726074
mean,11.33320000000000000000,14.83970000000000000000,.42000000000000000000,36.05063242912292476666,7.60000243981679286333,36.05063242912292476666
std dev.,2.08263542016679754090,13.28358903597467767831,3.70965795368431957719,1.81475898148276298774,.01642646316781268681,1.81475898148276298774
,11.33320000000000000000 +- 2.08263542016679754090,14.83970000000000000000 +- 13.28358903597467767831,.42000000000000000000 +- 3.70965795368431957719,36.05063242912292476666 +- 1.81475898148276298774,7.60000243981679286333 +- .01642646316781268681,36.05063242912292476666 +- 1.81475898148276298774
 
 
SA_my_test,
,93.977,94.053,93.370,31.923734426498413,6.176546573638916,31.923734426498413
,87.856,90.281,89.153,34.64115929603577,6.1709067821502686,34.64115929603577
,94.396,92.501,91.619,29.106989860534668,6.1019957065582275,29.106989860534668
,85.319,78.582,76.487,32.49768614768982,6.182745456695557,32.49768614768982
,94.335,90.675,89.563,36.29870653152466,6.145038366317749,36.29870653152466
,91.333,90.413,89.279,36.34896111488342,6.1566002368927,36.34896111488342
,84.982,88.355,86.981,31.97481918334961,6.1792075634002686,31.97481918334961
,82.847,82.934,80.780,32.433430433273315,6.244213104248047,32.433430433273315
,97.314,95.477,94.962,32.60083508491516,6.207332611083984,32.60083508491516
,89.160,91.720,90.739,33.0879909992218,6.169976472854614,33.0879909992218
,87.047,88.703,87.360,35.02674174308777,6.170514345169067,35.02674174308777
,86.231,91.125,90.090,37.23091697692871,6.174537420272827,37.23091697692871
,93.586,93.804,93.083,53.21192121505737,6.829350471496582,53.21192121505737
,94.178,92.278,91.367,53.75502586364746,7.264995336532593,53.75502586364746
,85.301,87.171,85.608,33.10542106628418,7.239901781082153,33.10542106628418
,91.344,83.972,82.342,32.73601579666138,7.202759504318237,32.73601579666138
,86.266,89.124,87.824,34.18974161148071,6.553853988647461,34.18974161148071
,89.235,90.825,89.748,37.810624837875366,6.506917715072632,37.810624837875366
,89.742,91.187,90.133,35.93534803390503,6.509584665298462,35.93534803390503
,83.004,88.668,87.386,61.201012134552,7.423713207244873,61.201012134552
,85.911,88.237,86.822,55.065009355545044,7.518916606903076,55.065009355545044
,91.678,92.021,91.088,36.34430646896362,6.186718225479126,36.34430646896362
,88.320,92.041,91.115,33.40567111968994,6.247769117355347,33.40567111968994
,84.867,89.085,87.806,33.419920682907104,6.24069356918335,33.419920682907104
,87.657,88.283,86.863,33.84549951553345,7.0092432498931885,33.84549951553345
,91.579,94.079,93.399,34.107828855514526,6.995883464813232,34.107828855514526
,85.941,84.064,82.083,33.92104530334473,7.01798152923584,33.92104530334473
,86.764,89.573,88.352,34.161853313446045,6.993304967880249,34.161853313446045
,81.967,87.515,86.028,34.09494709968567,6.9970080852508545,34.09494709968567
,88.441,86.632,85.015,34.26845169067383,7.005537509918213,34.26845169067383
mean,88.68593333333333333333,89.44593333333333333333,88.21483333333333333333,36.92505385875701903333,6.59412492116292315666,36.92505385875701903333
std dev.,3.88253880799092020557,3.58903875648557960170,3.97653243486779013038,7.69394865707093362796,.46207779142137054575,7.69394865707093362796
,88.68593333333333333333 +- 3.88253880799092020557,89.44593333333333333333 +- 3.58903875648557960170,88.21483333333333333333 +- 3.97653243486779013038,36.92505385875701903333 +- 7.69394865707093362796,6.59412492116292315666 +- .46207779142137054575,36.92505385875701903333 +- 7.69394865707093362796
 
 
